id	text	polarity
797	#yeniyildanistegim yeni yıl TADIM ve TURKCELL reklamındaki gibi olsun :)	positive
798	"2 senedir kullandığım faturalı hattımı, ""eksik belge"" yüzünden, yılbaşı öncesi aramalara kapatan, ey vefasız turkcell"	negative
799	İncelemek 1 halta yaramıyor.İzmir'in en işlek yerindeki 4 TİM'i gezdim&amp;sadece 1 tanesinde 4S var orada da beyaz yok.Bu mu  kalitesi	negative
800	kabiliyet yoksunusun	negative
801	turkcell isi yokusa sürüyo ama pehh	negative
802	mc donald's'da gnctrkcll'in 1 menü alana 1 menü bedava kampanyasından faydalanan anneleri samimi bulmuyorum.	negative
803	evet, guzel olmus.	positive
804	Ooooooo telefon alicaklar gitsin Turkcell'den htc alsın yanindada in-ear beats veriyorlarmış çoğiyi ya	positive
805	Tesekkurler Turkcell	positive
806	bize gec turkcell e :)))	positive
807	Bu turkcell'deki kadinin turk aksaniyla ingiliz ingilizcesi konusma cabasina hastayim ya. British senin neyine kardej?	negative
808	sagolasin el öpenlerin cok olsun mesaj hakkın Turkcell den Beles gelsin :D	positive
809	Dur bi mesaj atalimda sevgilisinden geldi sansin -turkcell	negative
810	gerçekten ttnetden hızlıysa esos geçecem Superonline'a sinir oldum valla bu kadar yavaş olamaz birnet :S	negative
811	Internetim hizli diye siniftakiler film/dizi indirttiriyor mesela. Useniyorum. Neyse yariladim zaten. Eheh yasasin Superonline!	positive
812	dur Yalcin abi daha bugun Turkcell getirdi ulkeye :D	positive
813	Bole bi rezalet yok bravo turkcell	negative
814	süperonline interneti ttnet e kiralıyormuş ben 2 ay önce geçtim süperonline a çok memnunum:)	positive
815	Superonline fiber rezalet devam ediyor	negative
816	Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir	negative
817	eh ne demişler hayat paylaşınca güzel	positive
818	Kmse yok kı turkcell de çevremdekı herkes avea mk :D	negative
819	Ohaa amk 65 tl fatura geldı bana ananın amı turkcell	negative
820	hayat paylaşınca güzel :)	positive
821	Turkcell'le bağlan hayata... Turkcell zengin olmasın da kim olsun be	positive
822	bu kadarıda olmaz TURKCELL reklamında telefonla ses kalitesi yapan reklam filmi çakma çıktı :D buyrun kanıtı	negative
823	sen yine turkcell e mi döndün kanki ?	positive
824	İnternet gidince superonline'ı aradık ve sonuç olarak cevapları,bizim sitede genel olarak bi kopukluk varmış.ee çözüm olarak?	negative
825	   müşterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu #FF	negative
826	Hayat paylaşınca güzel...la la la...	positive
827	hayat paylaşınca güzel	positive
828	4S'ime kavustum sonunda, eski meslektasim Sümeyye Öztürk sayesinde, harika bir Turkcell calisani:)	positive
829	Turkcell cekmiyormu yani	negative
830	dötü kalkar insanın önce :D #BuKutudaNeVar	negative
831	 benden aldıklarını geri ver turkcell. âmin	negative
832	Sbh donuste okurum dedim gazeteleri turkcel bu wapura koymamis pes wala!	negative
833	turkcell kalpkalp.. .p.p =) bu  şirinlikleri hep sana yapıyo ;)	positive
834	superonline'a geç hayatını yaşa :P	positive
835	Benden bu ay 7 tl değil, 14 tl alman gerekiyordu, çok keksin turkcell	negative
836	#neolursaolsun hayat paylaşınca güzel lala la la la lala	positive
837	hatırlıyorum onu gülermisin ağlarmısın sana hayat paylaşınca güzel diyen #turkcell maaşını baya bi paylaşmıştı	negative
838	iPhone 4S 32 gb beyaz aldım Turkcell den, hayırlı olsun bana :)	positive
839	senden degil iphone, patates almam artik	negative
840	turkcell :)	positive
841	umarim bu mesajdan sonra bana geri donus yaparlar	negative
842	yarına gnctrkcll yok..uykum çok pahalıya geliyo zaman..	positive
843	Peki sevgili Turkcell, neden babamın faturasını da benim mail adresime yolluyosun? Tam tersini yapman lazım, benimkini ona gönder tamam mı?	negative
844	zamman tunelını ıptal etmek ıstıyorum yardımcı olurmusunuz	negative
845	tabi ki.. elimden ne gelirse.. hayat paylaşınca güzel.lalalalaaaaa.. :)	positive
846	:))) en iyi çekim gücü turkcell de var  yinede	positive
847	Bugün veya herhangi bir gün 1 TL verip saat 23:59'a kadar bol bol konuşmak istemiyorum Turkcell.	negative
848	Can sıkıntısından ölmek üzereyim. Turkcell-im mi ne varya onun gibi birşey gelsede kurtulsam...	positive
849	"#turkcellmuzik Turkcell'e teşekkürler ""Fly to stay alive"" çok güzel Anadolu Kartallarında duyduğmda resmen uçmuş gibi oldm yani Fly baby Fly"	positive
850	Ne oldu? 8 günde 10bin  çisi KORKUTTU mu seni?	negative
851	#BuKutudaNeVar  yayında inanılmaz VIZILTI var..teknik masa..lütfen çözün.....	negative
852	İstanbul'un ortasında bizim evde ve dershanede telefon çekmiyor.Nerde  in çekim gücü?	negative
853	"""çekemeyen anten taksın"" diye sticker dağıtmış, ben de yaptırcam özel olarak :)"	positive
854	TURKCELL yağlı kurşunlara gelesin emiiiiii	negative
855	bu turkcell artık ne yapacağını şaşırdı abi her kontör yüklediğin an paket olmadığı halde yenilediği şeyler var	negative
856	Karşıyaka da 10 bin daire turkcell superonline ile tanışmaya hazır. son 4 gün.	positive
857	Çünkü, #Superonline bu hız testi veren saçma sapan sitelerle bir şekilde bağlantılı olabilir. Bu sitelerde hızınız yuksek gmrünebilir.	negative
858	Lanet olsun Turkcell faturami kontrol etmek fln istemiyorum.  Birak artik pesimi.	negative
859	ttnet in servisleri cok iyi superonline da baglanmak kolay ama sorun ciktiginda kimseye ulasamiyorsunuz	negative
860	turkcel kanka ya	positive
861	hay baslicam senin sagladgn 3g ye deee cekim gucune dee ...	negative
862	İnternetim tarihinde hiç bu kadar yavaşlama görmemişti! Sağol Superonline gözlerinden öpüyorum!...	negative
863	bu şarkıya bayıldım  o_o cok yakında turkcell inde yeni yıl jingle cıkar  o-0	positive
864	turkcell benden habersiz numaramı vodofonedan turkcelle taşımız sonra numaramı başka birine vermiş o.ç'ler dava açıcam ibneler:D	negative
865	"""Kızlar yurdunu basmış serserilere karşı seksi bir bayanı yönlendiriyorsun."" Turkcell sen neyin kafasını yaşıyorsun? Oyununa 1 sana 2."	negative
866	bir an evvel cevap bekliyoruz. biz burada hayatı sevdiklerimizle değil kimseyle paylaşamıyoruz.	negative
867	hahahaha turkcell i örnek alarak sende onları soyuyorsun :D	negative
868	Benım bedava sms hakkım var turkcell bana yenı yıl hedıyeesınıı erken yollamıss serefsızzz hahahah	positive
869	#3kelimeyle2011 hayat paylaşınca güzel ....  :)	positive
870	"Beş gündür Turkcell'den mesaj gelmiyordu... Bugün "" Seni çok özledim turkcell "" yazıp 2222'e gönderdim. - "" Kontör..."	negative
871	Lan turkcell basımı agrıttın gece gece allah belanı versın senın.	negative
872	ya geçip taksitle bir iphone 4S alayım dedim, ilk 12 taksiti tek çekimde peşin istediler. 1400TL peşin vereceksem Turkcell'de kalırım	positive
873	ewet ben de vodofon vın kullandım için internet uygun ama hat olarak turkcel daha iyisi bence	positive
874	İki biranın verdiği hal ne güzel. Sarhoş gibi değil ama bi adam sen decilik bi boşvermişlik bi hayat paylaşınca güzelcilik. Evet.	positive
875	AYRILIK ZAMANI GELİYOR KAZIKCILAR.	negative
876	bu turkcell le bi ben mi bağlanamamışım hayata ,bana mı garezi varmış   ? :)	negative
877	internet hizinda ttneti arattigin icin cok tesekkur ederim turkcell.	negative
878	dun gece turkcell beni taciz etti bildigin.	negative
879	Bence sorun Turkcell'de. Ayni sikintiyi yasiyorum.	negative
880	#turkcellfestival Harika Yorumlarından dolay model'e teşekkürler ve tabiki turkcell e :)	positive
881	#pazarlamakonferansi turkcell akademinin duzenledigi konferansin baslamasini bekliyoruz	positive
882	hem de nasl knşmak lazımmm.. evet var  bu arada lanet aveadan bıktım turkcell e geçmeyi düşünüyorum oley :D	positive
883	senin kisaltmalarini da twitter kullanmani da yeriim ama turkcell her turlu benim hic sulanma canim ;)	positive
884	#Turkcell in Hayat Paylasinca Guzel reklami emotional selling olayini fazla abartmis!Bilincaltina calismasi gerekirken,kor goze parmak sokms	negative
885	ondan önce seninle bi turkcell hattan konuşmamız gereek geçen gün senle mesajlaştıktan sonra bütün kontrlerim bitti :D	negative
886	lanet olsun metroda çekmeyen Turkcell'e o zaman :)	negative
887	özturkcell e geciş yap ;) :)))	positive
888	Cocuk oyuncağı gibi paketlerimi Bi iptal eden Bi yenileyen kuruluş...	negative
889	bu türksel millete hediye tl veriyo, benden hediye tl çalıyo bu nebe..  Tl lerim konusmadan bitiyo..	negative
890	özetle bu akşamımı rezil eden VODAFONE dan artık nefret ediyorum. Turkcell de kazık mazık ama hakkaten kaliteli. donmek gerekiyor	positive
891	ozturkcell reklamindaki hayvani selocan puhahaha:))	positive
892	gunaydin	positive
893	Bunca yıllık turkcell kullanıcısıyım beni hiç bulmuyor böyle şeyler!	negative
894	Bu ay faturamda beni sasirtmadigi icin tesekkurler  :D	negative
895	#osesturkiye de turkcell sponsorlugunun dibine vurulmus .. Gormeyen kalmadi o sunucudan buyuk gnctrkcll yazisini	positive
896	Boşu boşuna tl mi yiyo bu turkcell ! Fck	negative
897	1 gb internet pakedim de bitti lanet turkcell.	negative
898	#3kelimeyle2011 ocağımı kuruttun	negative
899	İki gündür aynı saatte telefonumun bağlantısı komple gidiyor vs...Sıkıntı oluyor.Canımı sıkma turkcell!Şuanda 3G yok meselâ!	negative
900	turkcell'le ilgili bi sorundur o zaman...	negative
901	Diyarbakir'dan ayrilma vakti..Aksam yemegi ve kahvaltisi mukemmeldi..Sahneyi anlatmaya gerek yok;)Tum Turkcell ekibine tesekkurler;)	positive
902	ganga superonline alsın o yea :D	positive
903	Değer katanlar ödülü Süreyya Ciliv'e: Turkcell Genel Müdürü Süreyya Ciliv, Bahçeşehir Üniversitesi tarafından bu...	positive
904	#amk turkcell.	negative
905	gördüğm en hızlı turksel müşteri temsilcisisin asıl ben teşekkür ederim :)))	positive
906	telefondan mesaj atamıyorum ki sana yaa turkcell'e geçmelisin :)	positive
907	Mesajsa turkcell'dir arayansa annemdir.	negative
908	Madem hayat paylasınca guzel paylasım faturamı sen ozaman amık	negative
909	memnun kaldımda şu turkcell kampanyası tekrar olsun yaw  çok pahalı	positive
910	Oha internet paketim bitti  ve yeni yapmistimm ne oluyor sana Turkcell	negative
911	zuzu turkcell 2 gündür mesaj atmıyo kesin baska biri var :(	negative
912	gördüğüm en iyi web sayfalarından...	positive
913	off ali ya sbh sbh ne güldürdün :D art ık facebooktanda Turkcell ile ilişkisi war yaparsın sen :D	positive
914	türkcelle bağlan hayata :)	positive
915	 Bir sure stabil devam ettin ama su an sacmaliyorsun Turkcell	negative
916	benimde cok yedi turksel ya iptal ettigim servisleri tekrar actilar filan simdi vodafonedayim gayet iyi hic sorun yasamadim	negative
917	buyrun turkcell resmi iphone4S kontrat fiyatları  maliyete bakınca almak için deli olmak gerek !!! ev alırım o fiyata	negative
918	#turkcell her yerde 4 çeker diye hava atma hala Kinaliada açıklarında çekmiyor telefon	negative
919	koca   in kurumsal Musteri danışmanlarıyla yapılan konuşmaları ücretlendirmeye ihtiyacı olduguna inanamıyorum	negative
920	Oyy turkcel sebekeneeee	negative
921	O değil de yeniden para yüklemeden Genç Avantaja mı geçsem? Ama Turkcell kalitesi... Ama internet... Of aman ya!	positive
922	ah Turkcell'm hemende duydu sesimiii:))	positive
923	serdar erener ülkenin eniyi reklamcılarından biriymiş bunu 800000 in üzerinde müşterisi kaçana sormak lazım hata türkcell in kalitesinde mi?	negative
924	Kuzenımı ararken turkcell jıngelını kenan dogulu soyluyo, mutemadıyen senı arıyasım var cuz	positive
925	Turkcell Gold/Platinum kullanıcısı isen %50 indirim hakkı.. Mart'a kadar 3 kez kullanma hakkın var ;)	positive
926	Ekonomi sayfalarında 2011de öne çıkan markalar belli oldu. Birinci THY, ikinci Turkcell, üçüncü Ziraat Bankası oldu.	positive
927	Turkcell uykumuzdan aliyo :)	negative
928	#parasineyseverelimde türkcell boş yere ikide bir mesaj göndermesin!!!	negative
929	Kimselere vermediğim diğer numaramı vereyim ben sana ordan şaapalım turkcell'in boku çıktı zaten.	negative
930	onun icin gecicem tekrar turkcell'e az kaldi :-D	positive
931	Bugun 532 yani turkcell musteri hizmetlerinin beni 5. Aramasi bilgisayar takildi kaldi sanirim otomatige bagladi imdatt	negative
932	"""iPad'ler gümrükte takıldı kusura bakmayın"" diye mazeret üreten dandik operatör bittabii #Turkcell dir."	negative
933	ozmnn turkcell cok eslilikten yana..	negative
934	ping 600 ms olurmu? oldu diyelim, müş.hizm.buna normal dermi? yazıklar olsun.. iptal ettireceğim.. Turkcell Superonline a var..	positive
935	Sağolsun turkcell telefonum tamir olana kadar kullanmam için bb curve vermiş de nerde bunun tuş kilidi yüz saattir arıyorum yok imdat ya	positive
936	ters kutuplar birbirini cekerrrrr,turkcell'I'm benimmmm:)	positive
937	İstanbul Sanayi Odası'na göre 2011'in en inovatif şirketi Turkcell Teknoloji oldu. Tebrikler:)	positive
938	#turkcellmuzik Yaşasın maNga yaşasın Turkcell «§©µ» :)	positive
939	kopuyoruz Alperenle :D Teşekkürler Turkcell :D	positive
940	İki sattir telefonuma msj gelip duruyo her seferinde turkcell oluyo ama bende her seferinde heyecanlanıyorum bundan sonrakine bakmıycam .P	negative
941	1 gb internet yapiyorum hala internet kullanimindan param gidiyo  aq senin ahhahahaha	negative
942	TURKCEL SEN VE TÜM PERSONELİNİN A.K	negative
943	Sanırım turkcell benden hoşlanıyor.. Sıradışı mesajlarr , kampanyalarr , hediye dakikalarr , fırsatlarrr . Hep bi güzellik yapma derdinde :D	positive
944	Çüşşşşşşş turkcel sms paketını 14 tl yapmısssssss ohaaaa yanı napmaya calısıyosun sen turkcelll!	negative
945	kendilerinden haberleri yok ki  Turkcell Superonline bolge yetkili bayisinin beni 542 li numaradan aramasina ne demeli	negative
946	Turkcell fiyattan ote cok uzun zamanda yapiyor herhangi bir yere verin 50 lira tutmaz ama biri bozulunca butun tuslar degisebiliyo	negative
947	Bu turkcell tam bi serefsizz heryerden bindiriyorlar yuhh yaa!	negative
948	iki gündür vodafone internet testleri yapıyorum. Turkcell'in 3G sinyalinin olmadığı birçok yerdeki kalitesiyle beni adeta şok etti.	negative
949	"bize yazmadığı bi odunca ""thank you""'yu bile eksik ediyo o telefonun bipbipbip *-bide turkcell heryerde çeker diyolar* alksjajn"	negative
950	"""Hayat Paylaşınca Güzel"""	positive
951	Bu gece saat 00.00 itibaryle turkcell'den ayrılıyorum.	negative
952	Bu turkcell'in hiç işi gücü yok mu ? sürekli bana çalışıyor :D:D	negative
953	panpis turkcel bizi kandiriyo galiba :( telefonuna ip takip boynuna asarmisin iki dag arasinda cekip cekmedigine bakarmisin	negative
954	çalarken dinletlerde Blues müzikler niye yok?!	negative
955	abi zannetmiyorum malum turkcell burundan kıl aldırmaz :(( ama platform farklı müşteri kapmak için kampanya yapılabilir	negative
956	03.15te mesaj atıp yüreğimi hoplatan turkcell'e sevgilerimi yolluyorum burdan	negative
957	aa nasi kacirdik yaa!bizim ayibimiz olsun doomgnn kutlu mutlu olsun selocan;))	positive
958	veee en son olarak kalitede yol ayrimi turkcell pls:))	positive
959	İnternet erişimimizde Turkcell-Global İletişim nedeniyle problem yaşanmaktadır. Konuyla ilgili çalışmalar devam etmektedir.	negative
960	İnternet paketim var turkcel hala kontor alio benden!!	negative
961	nolucak benim bu mikrofon merakim sonunda bunuda yaptim O SES TURKCELL de yarin aksam performans sergileyecegim bide kazanirsanm var ya:)	positive
962	tweetlerini sabahtan beri toplayamadığım odamdan takip ediyorum ve diyorum ki hayat 140 karakteri paylaşınca güzel.	positive
963	TurkcellMüzik biraz daha gelişsin fizy yi tamamen bırakıcam söz.	positive
964	özlemişim çok iyi geldi.Teşekkürler Graham Bell, teşekürler türkcell, teşekkürler can........	positive
965	#turkcell i ariyorum beni yanlis bilgilendirdiniz sikayet etmek istiyorum diyorum musteri temsilcisi mealesef diyor yok boyle bisey	negative
966	+bir çok kötü bir tane iyi etmiyor maalesef.. bu uygulamaların hepsi çöp yığını.. shubuo'dan beri ders almadılar,çok beceriksizsin turkcell!	negative
967	hayat paylaşınca güzel türkselli.	positive
968	kanka bende kontür yok ara beni :D ahahah turkcell !!!	negative
969	2-Turkcell gibi cep tel.servis sağlıyacaları ortadan kalkacak,uydulardan direk internet ağı ile skype ve benzeri uygulamalar &gt;&gt;&gt;	negative
970	ya diyorum sana bizim baba gelmicek bu sene bana dedi sen halledersin bana söyle isteklerini hem benim hat turkcell :)	positive
971	turkcell cok ucmus, avea kazanir... Bir sonraki iphone aveadan gelecek belli oldu.	negative
972	biz superonline baglattik ilk, ama hiic calismadi. Arkadaslarimin da basina geldi. Iyice arastir abi.	negative
973	turkcel çok aç odan senin könturleri yiyor yani	negative
