text	category	polarity
inanç üzerine, hayat üzerine biraz kafa yoran herkesin okuması gereken bir kitap.tekrar tekrar okunabilecek,her cümlesi not edilecek bir kitap... elif şafakın okuduğum en güzel kitabı.	books	positive
"pek okumak istemesem de en son dayanamayıp okuduğum bir roman ""aşk"" gerçekten sürükleyici ve keyif veriyor okuyana ancak kendisinin(yazarın) de söylediği gibi roman pek çok bölümde kurgusal yani olayların pek çoğu gerçeğinden farklı. bu nedenledir ki bizim kültürümüzde önemli olan kişilerin gerçeğinden farklı yansıtılıyor olmasını yanlış buluyorum. çünkü okunan şey insanın aklında yer ediyor. gerçek kişiler üzerinden olmasa mükemmel denebilecek bir roman. ancak ""mevlana ve şems"" hakkında doğru bilgi için güvenilir değil kesinlikle. ilgilenenlere sinan yağmurun ""aşkın gözyaşları"" adlı biyografik romanını tavsiye ederim."	books	negative
gerçekten bu fiyat için mükkemmel bir ürün, basları hiç duymadığınız kadar kuvvetli. sizi en iyi ses sistemlerinden bile uzaklaştıracak kadar güzel bir kulaklık. kablosu narin değil merak etmeyin yeterince sağlam. geçekten tek sorun dışarıdan hiçbir ses duyamamanız. yolda yürürken kullanacaksanız gözünüzü dört açmanız gerekli. fiyatına göre alabileceğinizin en iyisi..	electronics	positive
aslında konu ilgi çekici fakat kitabı biraz daha kalın kılmak adına gereksiz ayrıntılara girilmiş. sonu da fena değil ama bir noktada tahmin edebiliyorsunuz zaten.	books	negative
bir ahmet ümit hayranı olarak okumadığım kitaplarından biriydi.kitap roman tarzında değil,taş kitabelerdeki hitit yazılarının tercümesi tarzında şiir gibi yazılmış.farklı bir deneme	books	negative
her ne kadar çevirisinde bulunan hatalar bazen sizi hikayeden uzaklaştırsada bittiğinde 3. kitabı beklediğinizi fark edeceksiniz.  hepsiburada kitap sevgimi fiyatlarınızla daha da pekiştirdiğiniz için teşekkürler..	books	positive
bende kullanıyorum çekim gücü çok güzel ama belli bi süre sonra toz kokusu çıkıyor bu yönü çok kötü çok ses çıkarıyo ayrıca	electronics	negative
süpürgeyi kullandıktan sonra bilgisayar başına geçtim yorum yazmak için. temizlemesine ve fiyatına bişey diyemem ancak, çookkk gürültülü. ona göre karar verin.	electronics	negative
bir arkadaşımın tavsiyesi üzerine dün sipariş verdim, bugün kargoya verilmiş. sitenin hızı müthiş. okumaya başlayınca kitap üzerine düşüncelerimi de yazarım..	books	positive
magazadan aldım bu ürünü kurpu kırıldı kebndiliginden ısı düğmeside aynen kırıldı ve kol vidaları nasılsa yavaş yavaş kendi kendine açılıyor hiç memnundeğilim bu ürünü hiç kimseye tavsiye etmem	kitchen	negative
aldığımda büyük bir merakla okumaya başladım ama beklediğim gibi değildi. kitapta mimar sinanı çok küçük düşürmüşler onun gibi bir mimarın bu şekilde anlatılması hoşuma gitmedi	books	negative
evet arkadaşlar ipod touch 2g nin apple kulaklıgı arıza yapınca uzun araştırmalar sonucu ep 630 almaya karar werdim. gercekten bu kulaklıgı kullanırsanız başka kulaklıkları takamazsınız. basslar muhteşem yolda yürüyüşünüz değişiyor paranızı çöpe atmazsınız şimdiden alan arkadaşa hayırlı olsun diyorum	electronics	positive
diğer kitaplarına nazaran idare eder nitelikte bir kitap. bence kişisel gelişim konularında daha başarılı kitaplar yazıyor, roman kısmına fazla girmemeli.	books	negative
dünyevi aşkla ilahi aşkı gerçekten mükemmel anlatmış.herkese tavsiye ederim gerçekten okunması gereken ve okuduktan sonra bir kez daha okumak isteyeceğiniz müthiş bir kitap.	books	positive
macera gerilim tarzında ve grange ın okuduğum ilk kitabıydı. kitabın başındaki ayrıntılı betimlemeler açıkçası biraz canımı sıktı. ilerleyen bölümlerde kitap elimden  düşmez oldu. ama olayların çözümlenip kitabın bitmesi ile yorumların haklı olduğunu birkez daha anladım. çok iyi bir yazar. harika bir konu ama bu kitaba ve anlatıma sanki son gerçekten kısa kesilmiş gibi. yine de mutlaka bu kitabı okumanızı tavsiye ederim.	books	positive
ben telefonu eşime aldım ama kötü bir şeçim oldu dokunmatiği çok kötü flaş yok wi-fi bağlantısı problemli aynı fiyata benzer ürünlerede bakılmalı.	electronics	negative
film konu olarak iyi ama filmin sonu filmin daha yeni başladığını anlatır gibi devam filmi gelirse güzel olur.	dvd	negative
beyaz dizi tadında bir kitap.kitabı okurken hiç sıkılmadım.içinde macerada vardı.kardeşlerin ikiz olduğu halde yapı olarak birbirine benzememesi.aşk ve macera kitabı akıcı kılmış.	books	negative
güzel bir sinemaydı ama beklediğim gibi çıkmadı yine de izlemeye değer ama sinemanın sonu tekrarı olacakmış gibi geldi bana esrarengizdi.	dvd	negative
arkadaşlar bu dizi süper ötesi bişey, inanın bak, izlemeden yorum yapmayın , ben 3. sezonun 6. bölümüne kadar izledim hayatım lost oldu şimdi çevremdeki insanlarıda benim gibi yapmaya çalışıyorum.izledikten sonra sizde benim gibi diğer diziler hikayeymiş diyceksiniz...	dvd	positive
bende bu kitabı yakın bir tarihte okumuştum. kitabın sayfalarını karıştırırken sol tarafta kalan sayfa yapraklarının boş olduğunu gördüm. yani kitap olması gerekenden 2 kat daha kalındı. içeriğe gelince , güzel bir aşk hikayesi ama beni pek etkileyemedi.	books	negative
filmin ses ve görüntü efektleri çok güzel olduğundan dvd üzerindeki dts özelliği sizi cezbedebilir ama maalesef üzerinde yazmasına rağmen film dolby digital 5.1, dts değil, lütfen makinanızın ayarıyla oynamayın	dvd	negative
ürünü bugun aldım 6 günde elime ulaştı. gerçekten kaliteli bir makina beklentimin üstünde çıktı ebatları tatmin  edici  tam istediğim gibi bir ürün teşekkürler.	kitchen	positive
tek kelimeyle super bir kitap. ozellikle hayatin oldurucu motonlugu, tekduzeliginden kurtulmak icin bir arayis  bir uyanis arayisi icinde olanlara yol gosterici bir rehber niteligi tasiyor. belkide bu kitabi okumak bundan sonraki yasaminiz icin atabileceginiz en onemli adimlardan biri olabilir...	books	positive
guzel kullanıslı sık bır ürün  tostuda cok lezzetlı ızgarasıda  makınayı ıstedıgınız yukseklıkte acabılıyorsunuz kulpuda kullanıslı kısaca cok begendık herkese tavsiye ederım tesekkurler.	kitchen	negative
aşk , gerçek aşkı tanımak isteyenlerin mutlaka okuması gereken bir kitap. aylar oldu okuyalı ama yorum yapmakta zorlandım. elif şafak bu kitapla büyük bir boşluğu doldurdu. mevlana yı tanımak isteyen fakat benim gibi hep erteleyenlere bir kapı araladı.	books	positive
konusu ilginç, fakat onun dışında hiçbir özelliği olmayan bir film. fakir bir genç, çok sevdiği ve ulaşmak istediği, uğruna acılar çektiği güzel bir kız. bu monoton konu kaç bin kez işlendi acaba araştırmak lazım. yapacak daha iyi bir şeyiniz yoksa izleyin, onun dışında izlemenin vakit kaybı olacağı inancındayım. aynı konuya sahip binlerce eski türk filmlerinden biri de bu filmin verdiği duyguların aynısını size yaşatabilecektir.	dvd	negative
arkadaslar ben okudum gercekten cok begendim....en azından bir roman sever olarak size tavsiye edebilirim..sürükleyici diyebilirm...askı sevenler için biri bir...burarda hepsi burada.com tesekürler..	books	positive
filmi izledikten sonra james cameron'un bu filmi neden çekmek istemediğini, linda hamilton'un bu filmde neden yer almak istemediğini daha iyi anladım. tek kelimeyle, çok çok zayıf bir senaryo ve vasat bir film. u571 filminden tanıdığımız jonathan mostov'a kesinlikle yakışmamış. terminator hayranlarını hayal kırıklığına uğratacak. terminator 1 ve özellikle terminator 2 nin yanından bile geçemez. terminator hayranlarını fazla bekletmiyelim, bir an önce 3. yüde çekelim havasında bir film olmuş. ama dişi terminatrix için izlenebilir. filmde her ne kadar soğuk yüzlü olsa bile gayet hoş ve seksi biri. diline değdirdiği kan ile insanların dna sını tespit etmesi iyi düşünülmüş. bu arada kahramanımız	dvd	negative
dikkat..... sadece 1.sezon değil tüm sezonlarını alın cuma akşamından başlıyarak pazartesi sabahına kadar tüm sezonları izleyin bir bölüm 60 dakika 60*24*3=4320 dakika 4=72 saat uyumak yok ara vermek yok ama değecek	dvd	positive
bestseller olan kitaplar sanırım genelde bu tatta oluyor okunması gerekli olan bi kitap diil ama okumaya kalkınca da kısa sürede bitirilcek kitaplardan bol bol zamanınınz varsa okuyabilirsiniz derim	books	negative
cok güzel extra bass olayı cok guzel onemlı bır dınleme aracı. buyuklugu ve kafa bandı ideal. gercekten zevk veren ve dr. beatlarla karsılastırılabılır bı urun	electronics	positive
görünüşünden daha küçük alınca hayal kırıklığına uğramayın.güzel bir buzdolabı.benim şanssızlığım aldıktan sonra fiyatı düştü.tavsiye ederim öğrenci ve bekarlara göre ideal.ayrıca buzluk kısmı acayip gelebilir...	kitchen	negative
ürünü daha yeni aldık ve çok temiz yıkadı eşim hediye aldı ama hiç pişman olmadık kaşık çatallar parlıyor tavsiye ederim	kitchen	positive
boleyn kızını okuduktan sonra bu kitap duvara çarpmış gibi hissetmeme neden oldu.kitaptaki olan her olay  kitapta adı geçen bütün herkesin arasında konuşuldu,tekrarlandı.büyük bir dedikodu furyasına karışmış gibi hissettim kendimi.çok sıkıcıydı.	books	negative
nişanlıma bu ürünü aldırana kadar canım çıktı en son beğenmezsen yenisini alacağım dedim ancak ikna oldu. ürün geldi servis kurulumunu yaptı nişanlıma gösterdim çok beğendi hele ocağa bayıldı bende iyi yırttım	kitchen	positive
çünkü ben buradaki yorumlara ve özelliklere bakınca almaya niyetlendim ama garanticiyimdir.  bir beyaz eşya bayisine gittim ürünü direk gördüm piyasada değişik fiyatlar var ama sitedekinden ucuzu yok sesi yok sayilir yani gayet sessizdi. emiş gücü 230v. emsallerine göre iyi. yani bu fiyata gayet iyi.	electronics	negative
ses ve bataryası iyi ama başta cihaz beklenilenden kaba, kalın büyükçe bişey. kolay kullanılabilir tek tuşu play tuşu. diğer tuşlar çok küçük ve konumları çok kötü. sesi açarken baş parmağım da geri tuşuna denk geliyor. zaten zap ve bassı az uzunca bi tuşa koymuşlar ki kalem gibi bi araç olmadan parmağınızla doğru seçimi yapamıyosunuz. sony beni hayal kırıklığına uğrattı	electronics	negative
filmin blu ray versiyonunu aldıgımızda neden kargo ücreti var anlamıs degilim.dvd versiyonunu aldıgımızda ise aynı sey gecerlı degil.diger filmler icinde aynı sey sözkonusu	dvd	negative
fiyat performans acısından tatmın edıcı.ayrıca 2 günde elime ulaştı hepsiburadaya teşekkürler..rahatlıkla alabılırsınız..daha fazla para ödemeye kesinlikle gerek yoktur. teşekkür ediyorum.	kitchen	negative
kulaklık gerçekten güzel ve kullanışlı özellikle ses kaliteside ideal mikrofonuda sağlam diğer bazı ürünlerdeki gibi kopacak gibi durmuyor almak isteyenlere tavsiye ederim  teşekkürler hepsiburada	electronics	negative
bu film beni mahveden filmlerin başında geliyor.bir insan (peygamber de olsa) böyle acılara nasıl dayanabilmiş?filmdeki çivili sopanın vücudundan sertçe çekildiği an sanki o acıyı siz çekiyorsunuz.kopan sizin etiniz oluyor.ne denebilir ki?harika,harika,harika...	dvd	positive
ben almadım ama sinemasına gittim çok güzel bir film alanlar pişman olmaz efektler mükemmel ben odamda son ses izledim bu filmi ayrıcana galiba baya para harcanmıs filme öyle duydum	dvd	negative
ürün gerçekten verdiğiniz fiyata göre oldukça güzel performans sergiliyor. bas ve tizler oldukça iyi ve ürün tasarımı sayesinde sesi dışarı vermiyor.	electronics	positive
bu fiyata bu özelliklerle alınabilecek kaliteli bir ürün. çok para vermeyim ama kalitelide bir kulaklık alayım diyenler için ideal bir seçim olacağı kanısındayım...	electronics	positive
eğer tom cruise hayranıysanız ve de hareketten hoşlanıyorsanız görmeniz gereken bir film.soluk almadan izleyeceksiniz, inanın bana.ayrıca bu sitede ki fiyatıda çok iyi bence.tereddüt etmeden alın derim..iyi seyirler	dvd	positive
ben altusu daha önce hiç kullanmadim ve açikçasi korkuyordum altus markasindan neden derseniz çünkü arçelik bir alt ürünü diye tanitildi bizlere. neyse ben vira bismillah ya alah dedim bu bulaşik makinesini aldim sirtladim ve eve getirdim... şu an 3 yildir kullaniyorum çok memnunun herkese şiddetle altusu tavsiye ediyorum....	kitchen	positive
ürün çok güzel tertemiz yapıyor bulaşıkları ayrıca makina dibindede diğerleri gibi su kalmıyor.tek eksisi hafif gürültüsü ve normal bir yıkamanın 1 saatte bitmesi.tavsiye ederim makina güzel tabak dizilişi olumlu yönde	kitchen	positive
ses kalitesi süper arkadaşlar creative zaten fiyat da bence uygundur kaçırmayın alın derim dışarı ses gitmiyor dışardan da siz ses almıyorsunuz ürün harika iyi alışverişler	electronics	positive
makina hepsiburadanın ücretsiz kargo kampanyası ve sürati ile adeta harika bir alışveriş sitesi.ayrıca güvenli de. makine ise oldukça kısa sürede sessiz yıkaması ve fiyat avantajını arçelik servisiyle pekiştirdiği için harika bence hemen kapın. şimdiye kadar bosh markası kullandığım için pişmanım.hele o parça fiyatları. of ki of . arçelik ten sasmayın	kitchen	positive
ürün 2 gün içerisinde elimize ulaştı.kullanımı ve yıkaması çok güzel hepsiburada.coma uygun fiyatlarla ürün sattıkları için çok teşekkürler.bu fiyata uygun fiyatlı ve kaliteli bulaşık makinesini  başka yerde bulamazsınız.herkese tavsiye ederim.	kitchen	positive
fazla kelime sarfedilmiş olmasına rağmen mistik bir havası var hoş . bir dergahda yaşamayı canlandırırken birden  eski bir türk filminin içinde buluveriryor gibi oluyor inşan . farklı gerçekten hoş . lakin fazla laf dolanbaçlığı yapılmışş.	books	negative
film beklentilerimin altında kaldı. senaryodaki gelişmeleri önceden tahmin edebiliyorsunuz. aksiyon filmlerinden hoşlananlar beklentilerini karşılayabilirler ama ben filmi vasat buldum.	dvd	negative
kitabı alalı bir kaç ay oluyor ancak ben henüz 2. bölümü bitirmiş durumdayım. pek akıcı olduğunu söyleyemeyeceğim, o nedenle de hala masamda duruyor. önyargıyı bırakıp devam etmek istiyorum, belki devamı beni şaşırtır. ama şu an için içimden kitabı elime almak gelmiyor. kitabı bitirebilirsem, tekrar yorum yazacağım.	books	negative
ürünü piyasada ve internette araştırarak aldım, fiyat olarak aynı set piyasada yok ondan dolayı bir kıyaslama yapamayacağım ancak araştırmalarım ve yorumlar neticesinde sipariş vererek bu seti aldım.evimin inşaatı tamam olmadığı için henüz kurdurmadım.	kitchen	negative
sinema tarihinin başyapıtlarından biri. yıllar geçti. defalarca tv lerde oynadı ama hala dvd si talep görüyor. ben vcd de seyretmiştim. şimdi dvd sini alıp tekrar seyrettim. aynı coşkuyu tekrar yaşıyorsunuz. tek sinir bozucu tarafı. türkçe seslendirmenin 5.1 olmaması. o yüzden alt yazılı seyrediyorum hep. ya neden artık bütün filmleri 5.1 türkçe yapmıyorlar. zor bişey değil ki artık. en dandik filmler 5.1 , en güzeller 2.0 .artık sesimizi duysunlar...	dvd	positive
