Country	Domain	ID	Polarity	Product	Rating	Software	Text
Saudi Arabia	entertainment	1504	Positive	منتزة الديرة الترفيهي			  قبل سنة واحدة منتزه متميز جداً جداً جداً ويوجد فيه: مدينة ملاهي للكبار والصغار-صالة العاب الكترونية-مطاعم ومقاهي-60 محل تجاري متنوع-مسرح للطفل العاب مجنيه الدخول بـ100 ريال
Kuwait	shopping	5863	Positive	360 مول			  مكان مميز للتسوق واسع ذات الوان وتصاميم براقة وجذاب............ اشتري منه جميع احتياجاتي واغراضي ........احب ان اذهب اليه في الشهر الفضيل ..... لديه ماركات عالمية
Jordan	shopping	184	Positive	كارفور مول عمان			خدمة الزبائن ممتازة
Saudi Arabia	hotels	4675	Negative	فندق العروبة			سلبية هذا الفندق تتمثل في خدمة العملاء والذين يتقاعسون عن خدمة النزيل
Saudi Arabia	restaurants	3921	Positive	نكهات الشور			  قبل عامين بصراحة المكان عندهم روعة واكلهم لذيييذ خصوصآ الشاورما ووجباتهم حلوة والاسعار مناسبة انصحكم تجربوه
Saudi Arabia	restaurants	2842	Positive	بندور			  قبل 8 شهور يعجز اللسان عن وصف جميع تجاربي فيه بدءاً من الاستقبال وحسن التعامل مع الزبائن وانتهاءً بالقائمة المتنوعة من المأكولات أسعارة فوق المعقولة الآيسكريم لا أستطيع أن أصفه باختصااااااار إبداااااااااااااااااع
Kuwait	shopping	5901	Positive	الأفنيوز			  توجد في التمور الفوائد الكثيرة التي تفيد جسم الانسان التي يستفاد منها التي تعطينا سعرات حرارية تفيد جسم الانسان وخاصة في ششهر رمضان فانة يعوض الجسم ما فقده من طاقة اثناء صيامة لهذا اليوم ةخاصة ان الافطار يكون بالتمر
	Software	687	Positive		5.0	WeChat	 من افضل البرامج العربيه الموجوده يجمع كِْـ☆ـِْلِْ الدول العربيه كِْـ☆ـِْلِْ الشكر ولتقدير لمن تعب عليه تحياتي لكم 
Qatar	shopping	6663	Positive	فيلاجيو مول			  رائع جدا لاتشعر بالملل خلال التسوق والتجوال داخله مع الاصدقاء ووجود العديد من المطاعم والمقاهي التي تتمكن من الجلوس والاسترخاء وتبادل الحديث مع الاصدقاء بالنسبة لي اشعر براحة وسعاة عندما اذهب اليه خاصة مع صديقاتي
	Software	1017	Negative		1.0	Asphalt 54	بتقطع ولا استطيع التحكم بها
Jordan	Bakeries and Goodies	937	Negative	ذي كيك شوب			يعني من وين ابلش خدمة سيئة  تاخير اهمال استهتار غالي مقارنة بباقي المحلات كنت عامل مفاجاة لناس و بعتلهم كيك و المفاجاة انو الكيكة وصلت بعد ما روحو العالم و بعد 300 تلفون و بهدلة و سمة بدن اطبب من باقي المحلات بس مش خرافي في زيو كتير ندمان كتير ع هيك تجربة  ما راح تنعاد نهائيا
Saudi Arabia	Travel and Tourism	592	Negative	شركة الامان للحج والعمرة			دهبنا معهم في اجازة منتصف العام 2014 - كان السائق جديد اخد يبحت عن الفندق داخل المدينة المنورة لاكثر من ساعتين ثم قالوا لنا لا يوجد غير غرف بحمام مشترك بخلاف الاتفاق مسبقا علما باننا عائلة تم دفع سعر اعلى من جميع الحملات
Saudi Arabia	hotels	4634	Negative	فندق مداريم كراون			المدخل للسيارة والحديقة سيئات جدا ودي أشوف المصمم كيف فكر فيها بس -_-
Qatar	restaurants	6529	Positive	مطعم فينيسيا			(جيد جداً) السلام عليكم. لم يأخذ مطعم فينيسيا حقه بين بقية مطاعم شارع السد، ربما يعود السبب في ذلك إلى أنه يقع في الزاوية الأخيرة بعض مطاعم (المجلس، الأوتوماتيك، الدمشقي، والخيمة). المطعم يتميز بديكورات فاخرة، ولكن للأسف تراجعت مستوياته في الآونة الأخيرة من ناحية العناية برقي المطعم أو بالطعم. إيجابياته: الطعم الطليب، السعر المعقول، الخدمة الجيدة سلبياته: تراجع المستوى في الآونة الأخيرة
Eygpet	Political	651	Negative				ياعبدربه شوفك تعبتنا واحنا نستنى قرارات مهمه
Jordan	hotels	4763	Negative	فندق كورال بي			الاكل غير متنوع وطعمه عادي ليس بالمميز .
Qatar	Cafes	6238	Positive	كوستا كوفي			  عند الذهاب إلى كوستا كافيه لا تتوقع أنك سوف تحزي بمجرد كوب من القهوة أو الشاي... لكنك سوف تحظي بالمتعة الكاملة وللاحظت المميزة مع كل رشفة في كل وصفة سحر خاص ولكل طبق مذاقا مميزا لا تستطيع ان تقاومه أو ان ترفضه لن تفعل غير أنك سوف تذهب مرة واخري واخري.... يمكنك هناك الاستمتا بقراءة الجريدة أو متباعة أخبارك أو المذاكرة والتقاء الاصدقاء كل هذا إلى جنب الاستمتاع بالمشروبات المثلجة والساخنة المميزة بأسعار بسيطة في متناول الجميع....
Saudi Arabia	shopping	437	Negative	سيتي ماكس			افشل محل فييي الحياااة  بضاعتهم مررره مو حلوه و من النوع الي حق لبستييين و ارمييها بعديين  مو منظم مره يعني مشي حالك  خدمتهم مو مره حلوه  و ما انصح احد يرووحله لان مارح يعجبكم ابد
Saudi Arabia	restaurants	3278	Positive	عبد الوهاب			  قبل سنة واحدة صراحه صراحه يقدم شاورما من الذ واروع الشاورما الموجوده بالرياض واحيانا اجي مخصوص علشانها نظافة في المكان وتقديم وخدمه مميزه واسعار مناسبة ...
Saudi Arabia	Bakeries and Goodies	757	Positive	بوظة شامية			المكان صراحة مرررة نظيف عجبني والاسعار معقولة بس ما ادري عن التوصيل وفي انواع كثيرة من الاطعمة والمشروبات ولم اجد اي ابتكار في تقديم الحلويات ولا ادري اذا كان يلبي لوازم الحفلات ويقدم مأكولات عالمية ومحلية وكانت زيارة حلوة استمتعت فيها
Yemen	Political	1174	Negative				أنتبهوا من الطابور الخامس زراع الفتن بين الشعوب
	Software	689	Negative		1.0	WeChat	النجما علة الطلاق بسم الله مشاء الله برنامج حرام في النجمة علية الطلاق لو اعرف مكنت نزلتو هههههههههههههه ليا ليا بوز التليفون حرام
Saudi Arabia	shopping	385	Negative	سوق جدة الدولي			يع مو حلوووووو والذهاب اليهه متعب جداً والمكان سيء جداً
Jordan	hotels	4775	Negative	فندق الكازار			مرة واحدة نزلت فيه .. الفندق عاطل النظافة مش ولا بد .. فرشاته قديمة ومهرية .. الحمامات (سلامة قدركم) ما فيها شبابيك .. بيقدم كحوليات ما في شي بدفعني أرجع عليه كمان مرة .. ولا بنصح حدن يروح عليه
Kuwait	restaurants	5069	Positive	ميس الغانم			(جيد جداً) بجد مطعم ميس الغانم رائع من حيث الشكل والمكان والخدمه ممتازه والاكل طعمه تحفه وخصوصا طبق المشويات اسمه على اسم المطعم بس واااااااااااااااااااااو تحفه واسعره مناسبه جدا بجد جربوه على ضمانتى
